id;country
Singh, Noor Pratap;United States
Pibiri, Giulio Ermanno;Italy
Patro, Rob;United States
Kim, Jong-Hwa;Korea, Democratic People's Republic of
Deng, Yang;China
Jiang, Zhu-Ming;China
Han, Xue-Fei;China
Liu, Wei-Hong;China
Liu, Rui;China
Han, Dong Min;Korea, Democratic People's Republic of
Baek, Ju Hye;Korea, Democratic People's Republic of
Choi, Dae Gyu;Korea, Democratic People's Republic of
Jeon, Che Ok;South Korea
Ferrero-Serrano, Ángel;United States
Chakravorty, David;United States
Kirven, Kobie J;United States
Assmann, Sarah M;United States
Wang, Lina;China
Ren, Zhonghai;China
Chen, Chunhua;China
Huang, Zhenzhou;China
Xiao, Yue;China
Wang, Duochun;China
Verma, Neha;India
Vemuluri, Venkata Ramana;India
Douglas, Gavin M;Canada
Raoult, Didier;France
Million, Matthieu;France
O'Brien, Katherine L;United States
Abondio, Paolo;Italy
Luiselli, Donata;Italy
Chen, Hongzhuan;China
Beavan, Alan J S;United Kingdom
Khan, Ishtiaq Ahmad;Pakistan
Joglekar, Payal;United States
Deming, Clayton;United States
Lemon, Katherine P;United States
Kong, Heidi H;United States
Conlan, Sean;United States
Hollensteiner, Jacqueline;Germany
Poehlein, Anja;Germany
Brinkhoff, Thorsten;Germany
Daniel, Rolf;Germany
Minio, Andrea;United States
Garcia, Jadran F;United States
Figueroa-Balderas, Rosa;United States
Mun, Taher;Unknown
Lan, Yanhong;China
Cao, Yu;China
Qiao, Dairong;China
Sørensen, Chris;Denmark
Hovmøller, Mogens;Denmark
Furusawa, Go;Malaysia
Gilbert, Jack A;United States
Liu, Qing;China
Wang, Ziwei;China
Schwarzacher, Trude;China
Wee, Wei Yee;Malaysia
Fang, Xiaodong;China
Wang, Haigang;China
Qiao, Zhijun;China
Yan, Feng;China
Li, Qingquan;China
Jia, Guanqing;China
Zhi, Hui;China
Tang, Sha;China
Diao, Xianmin;China
Sharma, Parul;United States
Johnson, Marcela A;United States
Mazloom, Reza;United States
Kvitko, Brian H;United States
Venter, Stephanus N;South Africa
Heath, Lenwood S;United States
Vinatzer, Boris A;United States
Shikov, Anton E;Russian Federation
Merkushova, Anastasiya V;Russian Federation
Nizhnikov, Anton A;Russian Federation
Antonets, Kirill S;Russian Federation
Ghaly, Timothy M;Australia
Paulsen, Ian T;Australia
Yocca, Alan E;United States
Platts, Adrian;United States
Alger, Elizabeth;United States
Teresi, Scott;United States
Mengist, Molla F;United States
Benevenuto, Juliana;United States
Ferrão, Luis Felipe V;United States
Jacobs, MacKenzie;United States
Babinski, Michal;United States
Magallanes-Lundback, Maria;United States
Bayer, Philipp;Australia
Golicz, Agnieszka;Germany
Humann, Jodi L;United States
Main, Dorrie;United States
Espley, Richard V;New Zealand
Chagné, David;New Zealand
Albert, Nick W;New Zealand
Montanari, Sara;New Zealand
Vorsa, Nicholi;United States
Polashock, James;United States
Díaz-Garcia, Luis;United States
Zalapa, Juan;United States
Bassil, Nahla V;United States
Munoz, Patricio R;United States
Iorizzo, Massimo;United States
Brüggemann, Holger;Denmark
Williams, Ashley N;Canada
Croxen, Matthew A;Canada
Demczuk, Walter H B;Canada
Martin, Irene;Canada
Tyrrell, Gregory J;Canada
Carter, Michelle Qiu;United States
Lo, Chien-Chi;United States
Chain, Patrick S G;United States
Xue, Ming;China
Wen, Chongqing;China
Aarestrup, Frank M;Denmark
Leekitcharoenphon, Pimlapas;Denmark
Giugno, Rosalba;Italy
Rice, Edward S;United States
Fedrigo, Olivier;United States
Warren, Wesley C;United States
Tralamazza, Sabina Moser;Switzerland
Cheng, Jianheng;China
Lin, Ruoqin;China
Liang, Xinwen;China
Khan, Kanwal;Pakistan
Jalal, Khurshid;Pakistan
Uddin, Reaz;Pakistan
Sekizuka, Tsuyoshi;Japan
Kuroda, Makoto;Japan
McLaughlin, Maeve;United States
Fiebig, Aretha;United States
Crosson, Sean;United States
Koo, Dal-Hoe;United States
Athiyannan, Naveenkumar;Saudi Arabia
Gu, Yong Q;United States
Lazo, Gerard R;United States
Nakamura, Keiji;Japan
Gotoh, Yasuhiro;Japan
Hayashi, Tetsuya;Japan
Lee-Lin, Shih-Queen;Unknown
Deming, Clay;Unknown
Kashaf, Sara Saheb;Unknown
Segre, Julia A;Unknown
Harrison, Peter W;United Kingdom
Amode, M Ridwan;United Kingdom
Azov, Andrey G;United Kingdom
Barba, Matthieu;United Kingdom
Becker, Arne;United Kingdom
Bhai, Jyothish;United Kingdom
Bhurji, Simarpreet Kaur;United Kingdom
Boddu, Sanjay;United Kingdom
Branco Lins, Paulo R;United Kingdom
Brooks, Lucy;United Kingdom
Ramaraju, Shashank Budhanuru;United Kingdom
Campbell, Lahcen I;United Kingdom
Charkhchi, Mehrnaz;United Kingdom
Chougule, Kapeel;United States
Cockburn, Alexander;United Kingdom
De Silva, Nishadi H;United Kingdom
Dodiya, Kamalkumar;United Kingdom
El Houdaigui, Bilal;United Kingdom
Giron, Carlos Garcia;United Kingdom
Genez, Thiago;United Kingdom
Grigoriadis, Dionysios;United Kingdom
Ghattaoraya, Gurpreet S;United Kingdom
Hourlier, Thibaut;United Kingdom
Kaykala, Vinay;United Kingdom
Le, Tuan;United Kingdom
Lemos, Diana;United Kingdom
Marques-Coelho, Diego;United Kingdom
Merino, Gabriela Alejandra;United Kingdom
Mirabueno, Louisse Paola;United Kingdom
Mushtaq, Aleena;United Kingdom
Hossain, Syed Nakib;United Kingdom
Ogeh, Denye N;United Kingdom
Sakthivel, Manoj Pandian;United Kingdom
Parker, Anne;United Kingdom
Perry, Malcolm;United Kingdom
Piližota, Ivana;United Kingdom
Prosovetskaia, Irina;United Kingdom
Pérez-Silva, José G;United Kingdom
Salam, Ahamed Imran Abdul;United Kingdom
Saraiva-Agostinho, Nuno;United Kingdom
Sheppard, Dan;United Kingdom
Sinha, Swati;United Kingdom
Sipos, Botond;United Kingdom
Sitnik, Vasily;United Kingdom
Stark, William;United Kingdom
Sutinen, Kyösti;United Kingdom
Tricomi, Francesca Floriana;United Kingdom
Urbina-Gómez, David;United Kingdom
Veidenberg, Andres;United Kingdom
Walsh, Thomas A;United Kingdom
Ware, Doreen;United States
Allen, Jamie;United Kingdom
Alvarez-Jarreta, Jorge;United Kingdom
Chakiachvili, Marc;United Kingdom
Flint, Bethany;United Kingdom
Giorgetti, Stefano;United Kingdom
Haggerty, Leanne;United Kingdom
Ilsley, Garth R;United Kingdom
Moore, Benjamin;United Kingdom
Tate, John;United Kingdom
Trevanion, Stephen J;United Kingdom
Winterbottom, Andrea;United Kingdom
Cunningham, Fiona;United Kingdom
Dyer, Sarah;United Kingdom
Yates, Andrew D;United Kingdom
Haussler, David;United States
Kent, W James;United States
Lu, Kunpeng;China
Shen, Jianghong;China
Zhan, Chengyu;China
Liang, Shubo;China
Tai, Shuaishuai;China
Westhof, Eric;China
Xiang, Zhonghuai;China
Han, Min-Jin;China
Ullah, Asad;Pakistan
Khan, Saifullah;Pakistan
Waheed, Yasir;Pakistan
Hassan, Muhammad;Pakistan
Muhammad, Riaz;Pakistan
Ahmad, Sajjad;Pakistan
Gunoskey, Jessica J;United States
Hofstetter, Katrina S;United States
Jacko, Natasia F;United States
Shumaker, Margot J;United States
Hu, Yi-Juan;United States
David, Michael Z;United States
Huerta-Cepas, Jaime;Spain
Figueiredo, Gonçalo;Portugal
Gomes, Margarida;Portugal
Mendo, Sónia;Portugal
Hoover, Rene L;United States
Keffer, Jessica L;United States
Polson, Shawn W;United States
Chan, Clara S;United States
Salvà-Serra, Francisco;Sweden
Fenske, Linda;Germany
Le, Ve Van;Korea, Democratic People's Republic of
Ko, So-Ra;Korea, Democratic People's Republic of
Oh, Hee-Mock;Korea, Democratic People's Republic of
Ahn, Chi-Yong;Korea, Democratic People's Republic of
Ishaq, Zaara;Pakistan
Zaheer, Tahreem;Pakistan
Ullah, Nimat;Pakistan
AlAsmari, Abdullah F;Saudi Arabia
Raman, Harsh;Australia
Bancroft, Ian;United Kingdom
Zou, Jun;China
Azeem, Farrukh;Pakistan
Alshammari, Abdulrahman;Saudi Arabia
Cao, Hengchun;China
Jung, Hyejung;Korea, Republic of
Park, Jungwook;Korea, Republic of
Seo, Young-Su;Korea, Republic of
Christin, Pascal-Antoine;United Kingdom
Dunning, Luke T;United Kingdom
Huang, Yue;China
Liu, Shengjun;China
Naithani, Sushma;United States
Jaiswal, Pankaj;United States
Hafez, Mohamed;Canada
Gourlie, Ryan;Canada
McDonald, Megan;Unknown
Moffat, Caroline S;Australia
Moolhuijzen, Paula M;Australia
See, Pao Theen;Australia
Aboukhaddour, Reem;Canada
Chow, Eric P F;Australia
Chen, Marcus Y;Australia
Hu, Dexiang;China
Nanaei, Hojjat Asadollahpour;China
Heller, Rasmus;Denmark
Alharbi, Metab;Saudi Arabia
Alasmari, Abdullah F;Saudi Arabia
Xu, Xiaomeng;China
Zhang, Yunzeng;China
Liu, Feng;China
Xu, Hao;China
Yang, Bozhi;China
Ou, Lijun;China
Li, Xuefeng;China
Zhou, Shudong;China
Yang, Sha;China
Ma, Yanqing;China
Dai, Xiongze;China
Zou, Xuexiao;China
Yan, Haidong;United States
Sun, Min;China
Jin, Yarong;China
González-Gómez, Jean P;Mexico
Medrano-Félix, José A;Mexico
Lee, HoJoon;United States
Ji, Hanlee P;United States
Zhao, Xia;China
Tan, Yinling;China
Biggs, Patrick J;New Zealand
Brankovics, Balázs;Netherlands
Houwers, Ilse M;Netherlands
van der Wolf, Jan M;Netherlands
Bonants, Peter J M;Netherlands
Vreeburg, Robert A M;Netherlands
Alsaiari, Ahad Amer;Saudi Arabia
Zhou, Jianuan;China
Zhang, Xian;China
Pei, Zhangming;China
Li, Xiaoshu;China
Cui, Shumao;China
Yang, Bo;China
Lu, Wenwei;China
Zhao, Jianxin;China
Mao, Bingyong;China
Alexandrov, Nickolai;United States
Xu, Hui;China
Cao, Yi;China
Hazen, Terry C;United States
Raza, Ali;China
Rajput, Akanksha;United States
Lu, Fei;China
Jiao, Yuling;China
Condamine, Bénédicte;France
Clermont, Olivier;France
Denamur, Erick;France
Galardini, Marco;Germany
Jaén-Luchoro, Daniel;Sweden
Mäkinen, Veli;Finland
Mark Welch, Jessica L;United States
Steenwyk, Jacob L;United States
Zhou, Xiaofan;China
Buzzanca, Davide;Belgium
Alessandria, Valentina;Italy
Rantsiou, Kalliopi;Italy
Houf, Kurt;Belgium
Amas, Junrey C;Australia
Tirnaz, Soodeh;Australia
Glick, Lior;Israel
Mayrose, Itay;Israel
Moreno, Edgardo;Costa Rica
Blasco, José María;Spain
Chaves-Olarte, Esteban;Costa Rica
Guzmán-Verri, Caterina;Costa Rica
Moriyón, Ignacio;Spain
Queiroz, Victória F;Brazil
Zhang, Qian;Unknown
Chen, Feng;Unknown
Torres-Morales, Julian;United States
Borisy, Gary G;United States
Jacob, Jobin John;India
Vasudevan, Karthick;India
Veeraraghavan, Balaji;India
Xu, Shuhua;China
Wang, Hongchao;China
Wallace, Meghan A;United States
Dantas, Gautam;United States
Bickhart, Derek M;United States
Pidot, Sacha J;Australia
Bode, Helge B;Germany
Zhou, Xingya;China
Kou, Dou-Rong;China
Ni, Jiang-Ping;China
Wang, Qing-Nan;China
Sahl, Jason W;United States
Fang, Wenwen;China
Fu, Weiwei;China
Yang, Peng;China
Heslop-Harrison, Pat J S;United Kingdom
Furch, Alexandra C U;Germany
Oelmüller, Ralf;Germany
Li, Hongbo;China
Shi, Junpeng;China
Lai, Jinsheng;China
Ma, Liyuan;China
Huang, Xinping;China
Huang, Shanshan;China
Liu, Xueduan;China
Ahmed, Omar;United States
Chen, Yongming;China
Jiao, Yuannian;China
Dixit, Girish Prasad;India
Parkhill, Julian;United Kingdom
Crysnanto, Danang;Switzerland
Youngblom, Madison A;United States
Pepperell, Caitlin S;United States
Tanwar, Ankit Singh;India
Shruptha, Padival;India
Brand, Angela;India
Satyamoorthy, Kapaettu;India
Murali, Thokur Sreepathy;India
Haukness, Marina;United States
Lucas, Julian K;United States
Buonaiuto, Silvia;Italy
Feng, Xiaowen;United States
Fischer, Christian;United States
Fulton, Robert S;United States
Garg, Shilpa;Denmark
Howe, Kerstin;United Kingdom
Jain, Miten;United States
Lu, Tsung-Yu;United States
Markello, Charles;United States
Olsen, Hugh E;United States
Pesout, Trevor;United States
Sibbesen, Jonas A;Denmark
Vollger, Mitchell R;United States
Cody, Sarah;United States
Felsenfeld, Adam L;United States
Gao, Yan;United States
Garrison, Nanibaa' A;United States
Green, Richard E;United States
Koenig, Barbara A;United States
McDaniel, Jennifer;United States
Mountcastle, Jacquelyn;United States
Nurk, Sergey;United States
Olson, Nathan D;United States
Popejoy, Alice B;United States
Puiu, Daniela;United States
Rhie, Arang;United States
Sanders, Ashley D;Germany
Schneider, Valerie A;United States
Schultz, Baergen I;United States
Smith, Michael W;United States
Sofia, Heidi J;United States
Thibaud-Nissen, Françoise;United States
Zimin, Aleksey V;United States
Flicek, Paul;United Kingdom
Hall, Ira M;United States
Potapova, Tamara;United States
Gerton, Jennifer L;United States
Stober, Catherine;Germany
Vaddadi, Naga Sai Kavya;United States
Basharat, Zarrin;Pakistan
Smith, Dan;United Kingdom
King, Robert;United Kingdom
Marsh, Jacob;Australia
Alaba, Mathew O;United States
Gnimpieba, Etienne Z;United States
Lushbough, Carol;United States
Sani, Rajesh Kumar;United States
Kapil, Arti;India
Anandan, Shalini;India
Mutreja, Ankur;United Kingdom
Aburjaile, Flávia;Brazil
Matussek, Andreas;Norway
Zhang, Ji;New Zealand
Bai, Xiangning;Norway
Lanza, Val F;Spain
Peixe, Luísa;Portugal
Coque, Teresa M;Spain
Connor, Christopher;United Kingdom
McNally, Alan;United Kingdom
Paulin, Lars;Finland
Sironen, Tarja;Finland
Kant, Ravi;Finland
Millman, Adi;Israel
Sorek, Rotem;Israel
Dwiyanto, Jacky;Malaysia
Su, Tin Tin;Malaysia
Reidpath, Daniel;Malaysia
Ayub, Qasim;Malaysia
Rahman, Sadequr;Malaysia
Shi, Jianxin;China
Zhang, Dabing;China
von Meijenfeldt, F A Bastiaan;Netherlands
Dutilh, Bas E;Netherlands
Xavier, Ramnik J;United States
Vatanen, Tommi;United States
Zhen, Cheng;China
Chen, Xin-Kai;China
Ge, Xian-Feng;China
Liu, Wen-Zheng;China
Bretschneider, Nancy;Germany
Huber, Ingrid;Germany
Murr, Larissa;Germany
Pavlovic, Melanie;Germany
Wenning, Mareike;Germany
Holtgräwe, Daniela;Germany
Matus, José Tomás;Spain
Navarro-Payá, David;Spain
Orduña, Luis;Spain
Tello-Ruiz, Marcela K;United States
Rustenholz, Camille;France
Yu, Zhichao;China
Zhou, Yong;Saudi Arabia
Mauleon, Ramil;Philippines
Wing, Rod A;United States
Zhang, Jianwei;China
Chau, Kevin K;United Kingdom
AbuOun, Manal;United Kingdom
Barker, Leanne;United Kingdom
Kavanagh, James;United Kingdom
Crook, Derrick W;United Kingdom
Read, Daniel S;United Kingdom
Delgado-Blas, Jose F;Spain
Serna, Carlos;Spain
Montero, Natalia;Spain
Aanensen, David M;United Kingdom
Gonzalez-Zorn, Bruno;Spain
Klockgether, Jens;Germany
Tümmler, Burkhard;Germany
Liang, Qihua;United States
Davidson, Patrick;United States
Phillips, Jeremy;United States
Lu, Zhenyuan;United States
Al-Bader, Noor;Saudi Arabia
Mohammed, Nahed;Saudi Arabia
Lorieux, Mathias;France
Zuccolo, Andrea;Saudi Arabia
McNally, Kenneth;Philippines
Xu, Sixiang;China
Wang, Zhuohao;China
Oliveira, Manuela;Portugal
Tavares, Luís;Portugal
Wattam, Alice Rebecca;United States
Svahn, Adam J;Australia
Chang, Sheryl L;Australia
Rockett, Rebecca J;Australia
Cliff, Oliver M;Australia
Wang, Qinning;Australia
Arnott, Alicia;Australia
Ramsperger, Marc;Australia
Sorrell, Tania C;Australia
Sintchenko, Vitali;Australia
Prokopenko, Mikhail;Australia
Wang, Dan;New Zealand
Sonnenberg, Cecilie Bækkedal;Norway
Haugen, Peik;Norway
Kim, Hae-Yeong;Korea, Democratic People's Republic of
Hirakawa, Hideki;Japan
Nagasaki, Hideki;Japan
Qin, Peng;China
Konkel, Zachary;Unknown
Slot, Jason C;Unknown
Henrissat, Bernard;Denmark
O'Connor, Paula M;Ireland
Hill, Colin;Ireland
Ross, R Paul;Ireland
Huang, Bihua C;United States
Liu, Haiyang;China
Zhou, Zhihui;China
Hua, Xiaoting;China
Yu, Yunsong;China
Ma, Laurence;France
Joseph, Sandeep J;United States
Rouard, Mathieu;France
Droc, Gaetan;France
Ge, Xue-Jun;China
Rai, Anusha;India
Suresh, Gandham;India
Ria, Biswas;India
Sasikala, Chintalapati;India
Wietz, Matthias;Germany
Hall, Rebecca J;United Kingdom
Sen, Arnab;India
Fitzpatrick, David A;Ireland
Lu, Yaru;China
Luo, Jiangwen;China
He, Songzhen;China
Rajendhran, Jeyaprakash;India
Hu, Jianxin;China
Li, Guihua;China
Pan, Yu;China
Xiong, Wenguang;China
Zeng, Zhenling;China
Contreras-Moreira, Bruno;Spain
Han, Maozhen;China
Conde, Cyril;France
Cochard, Thierry;France
Biet, Franck;France
Pedrosa-Silva, Francisnei;Brazil
Góes-Neto, Aristóteles;Brazil
Thakur, Zoozeal;India
Vaid, Rajesh Kumar;India
Anand, Taruna;India
Tripathi, Bhupendra Nath;India
Collins, Joanna;United Kingdom
Torrance, James;United Kingdom
Ruggieri, Angelo A;Unknown
Livraghi, Luca;Unknown
Lewis, James J;Unknown
Evans, Elizabeth;Unknown
Cicconardi, Francesco;Unknown
Hebberecht, Laura;Unknown
Ortiz-Ruiz, Yadira;Unknown
Montgomery, Stephen H;Unknown
Ghezzi, Alfredo;Unknown
Rodriguez-Martinez, José Arcadio;Unknown
Jiggins, Chris D;Unknown
McMillan, W Owen;Unknown
Counterman, Brian A;Unknown
Papa, Riccardo;Unknown
Van Belleghem, Steven M;Unknown
Parakkunnel, Ramya;India
Bhat, K V;India
Kumar, Sanjay;India
Wong, Edith D;United States
Karra, Kalpana;United States
Nash, Robert S;United States
Skrzypek, Marek S;United States
Weng, Shuai;United States
Engel, Stacia R;United States
Cherry, J Michael;United States
Lai, Qiliang;China
Shao, Zongze;China
Chitra, Murugesan Ananda;India
Sridhar, Ramaswamy;India
Xia, Fufang;China
Jiang, Min;China
Wang, Zhongxing;China
Wen, Zhe;China
Wang, Min;China
Zhuge, Xiangkai;China
Carrera-Salinas, Anna;Spain
Mashraqi, Mutaib M;Saudi Arabia
Alzamami, Ahmad;Saudi Arabia
Jagadeeshwari, Uppada;India
Ramana, Chintalapati Venkata;India
Lima, Alessandra;Brazil
de Jesus Sousa, Thiago;Brazil
Tiwari, Sandeep;Brazil
Seyffert, Núbia;Brazil
Jesus, Hendor N R;Brazil
Rocha, Danilo J P G;Brazil
Santos, Louisy S;Brazil
Navas, Jesus;Spain
Ramos, Rommel T J;Brazil
Aguiar, Eric R G R;Brazil
Mattos-Guaraldi, Ana L;Brazil
Pacheco, Luis G C;Brazil
Gui, Songtao;China
Guo, Genglin;China
Yu, Yanfei;China
Han, Xiangan;China
Orsi, Renato H;United States
Carroll, Laura M;Germany
Liao, Jingqiu;United States
Wiedmann, Martin;United States
Cagirici, H Busra;United States
Tian, Zhixi;China
Anani, Hussein;France
Caputo, Aurelia;France
Zgheib, Rita;France
Fournier, Pierre-Edouard;France
Pei, Liuling;China
Wang, Pengcheng;China
Ma, Yizan;China
Tu, Lili;China
Zhu, Longfu;China
Yebra, Gonzalo;United Kingdom
Harling-Lee, Joshua D;United Kingdom
Freeman, Tom C;United Kingdom
Fitzgerald, J Ross;United Kingdom
Pais, Ana Karolina Leite;Brazil
Santos, Leandro Victor Silva Dos;Brazil
Albuquerque, Greecy Mirian Rodrigues;Brazil
Farias, Antonio Roberto Gomes de;Brazil
Silva Junior, Wilson José;Brazil
Balbino, Valdir de Queiroz;Brazil
Silva, Adriano Márcio Freire;Brazil
Souza, Elineide Barbosa de;Brazil
Lee, Hyun-Hee;Korea, Republic of
Han, Gil;Korea, Republic of
Belloso Daza, Mireya Viviana;Italy
Novais, Carla;Portugal
Cocconcelli, Pier Sandro;Italy
Freitas, Ana R;Portugal
Chen, Liang;United States
Kreiswirth, Barry N;United States
Bannantine, John P;United States
González-Castillo, Adrián;Mexico
Carballo, José Luis;Mexico
Bautista-Guerrero, Eric;Mexico
Ruffier, Magali;United Kingdom
Land, Miriam L;United States
Cottingham, Robert W;United States
Hurtado, Raquel;Brazil
Jaiswal, Arun Kumar;Brazil
Spier, Sharon J;United States
Morais-Rodrigues, Francielly;Brazil
Al-Harbi, Alhanouf I;Saudi Arabia
Hameed, Alaa R;Iraq
Ismail, Saba;Pakistan
Buckler, Edward S;United States
Lu, Junwan;China
Lin, Xi;China
Li, Kewei;China
Bao, Qiyu;China
Alsowayeh, Noorah;Saudi Arabia
Albutti, Aqel;Saudi Arabia
Kittiwan, Nattinee;Thailand
Calland, Jessica K;Norway
Mourkas, Evangelos;United Kingdom
Hitchings, Matthew D;United Kingdom
Murray, Susan;United Kingdom
Tadee, Phacharaporn;Thailand
Pascoe, Ben;United Kingdom
Zhang, Yueqi;Australia
Szpak, Michal;United Kingdom
Howe, Kevin L;United Kingdom
Seif, Yara;United States
Poudel, Saugat;United States
Sastry, Anand V;United States
Kim, Jinshil;Korea, Democratic People's Republic of
Ryu, Sangryeol;Korea, Democratic People's Republic of
Jeon, Byeonghwa;United States
Lin, Kui;China
Pang, Erli;China
Yang, Ruiqi;China
Xu, Yeteng;China
Liu, Guangxiu;China
Zhang, Binglin;China
Chen, Tuo;China
Zhang, Gaosen;China
Näslund, Kristina;Sweden
Andersson, Siv G E;Sweden
Fulton, Lucinda L;United States
Regier, Allison;United States
Salzberg, Steven L;United States
Shumate, Alaina;United States
Jun, Se-Ran;United States
Wang, Shuo;China
Guo, Yingwei;China
Scaria, Joy;United States
Yang, Seung-Min;Korea, Republic of
Kim, Ik-Seon;Korea, Republic of
Torres-Miranda, Alexis;Chile
Garrido, Daniel;Chile
Zhang, Yadong;China
Zhang, Zaichao;Canada
Liu, Yucheng;China
Gao, Qiang;China
Xu, Jiabao;China
Yin, Ye;China
Abbasi, Sumra Wajid;Pakistan
Barh, Debmalya;Brazil
Viana, Marcus Vinicius Canário;Brazil
Aburjaile, Flávia Figueira;Brazil
Saxena, Rachit K;India
Duan, Zhongqu;China
Xiang, Zhen;China
Li, Guichao;China
Yan, Fazhe;China
Lu, Jinyuan;China
Zhang, Wenmin;China
Zhao, Hongyu;China
Zhu, Zhenggang;China
Jahanzaib, Muhammad;Pakistan
Hassan, Syed Shah;Pakistan
Ribeiro, Igor Daniel Alves;Brazil
Rudenko, Tatyana S;Russian Federation
Smolyakov, Dmitry D;Russian Federation
Beletsky, Alexey V;Russian Federation
Zhai, Qixiao;China
Borges, Vítor;Portugal
Gomes, João Paulo;Portugal
Isidro, Joana;Portugal
Xu, Zhuofei;China
Kuzmanović, Nemanja;Germany
Spröer, Cathrin;Germany
Verbarg, Susanne;Germany
Xie, Wen-Zhao;China
Worning, Peder;Denmark
Pedersen, Michael;Denmark
Westh, Henrik;Denmark
Luo, Jingyun;China
Chen, Lu;China
Li, Wenqiang;China
Wang, Yuebin;China
Sancho, Rubén;Spain
Juenger, Thomas E;United States
Des Marais, David L;United States
Petereit, Jakob;Australia
Singh, Pankaj Kumar;India
Sharma, Tilak Raj;India
Alrumaihi, Faris;Saudi Arabia
Al-Megrin, Wafa Abdullah I;Saudi Arabia
Almatroudi, Ahmad;Saudi Arabia
Allemailem, Khaled S;Saudi Arabia
Steenkamp, Emma T;South Africa
van Wyk, Stephanie;South Africa
De Vos, Lieschen;South Africa
Santana, Quentin C;South Africa
Wingfield, Brenda D;South Africa
Alatawi, Eid A;Saudi Arabia
Rolland, Clara;France
Levasseur, Anthony;France
Li, Yisong;China
Kumar, Sanjeet;India
Li, Quan;China
Li, Pei;China
Grosso, Filipa;Portugal
Hu, Zhiqiang;United States
Zhang, Hongliang;China
Li, Zichao;China
Li, Jiayang;China
Cantalapiedra, Carlos P;Spain
Vinuesa, Pablo;Mexico
Nestor, Benjamin J;Australia
Gill, Mitchell;Australia
Cubero, Meritxell;Spain
Yang, Tong;China
Aba Alkhayl, Faris F;Saudi Arabia
Lassalle, Florent;United Kingdom
Dagan, Tal;Germany
Greco, Samuele;Italy
Putonti, Catherine;United States
Wolfe, Alan J;United States
Tantoso, Erwin;Singapore
Eisenhaber, Birgit;Singapore
Eisenhaber, Frank;Singapore
Palma, Federica;France
Radomski, Nicolas;France
Roussel, Sophie;France
Guillier, Laurent;France
Zhang, Pei-Tao;China
Wittler, Roland;Germany
Gontijo, Marco Túlio Pardini;Brazil
Brocchi, Marcelo;Brazil
Lloyd, Colton J;United States
Monat, Cécile;France
Fang, Zih-Hua;Switzerland
Heaton, Michael P;United States
Vander Ley, Brian L;United States
Kuhn, Kristen L;United States
Dawson, Eric T;United States
Cella, Eleonora;United States
Blake, Victoria C;United States
Birkett, Clay L;United States
Li, Beiping;China
Hu, Anqun;China
Li, Chuhao;China
Xue, Yang;China
Chen, Shanshan;China
Burridge, Amanda J;United Kingdom
Winfield, Mark O;United Kingdom
Wilkinson, Paul A;United Kingdom
Przewieslik-Allen, Alexandra M;United Kingdom
Edwards, Keith J;United Kingdom
Barker, Gary L A;United Kingdom
Xu, Xinmin;China
Jiang, Mengnan;China
Yin, Shangqi;China
Zheng, Mei;China
Meng, Huan;China
Han, Ying;China
Wang, Yajie;China
Wei, Qiang;China
Alotaibi, Ghallab;Saudi Arabia
Bouchier, Christiane;France
Gugger, Muriel;France
Ferrés, Ignacio;Uruguay
Iraola, Gregorio;Uruguay
Perrin, Amandine;France
Cury, Jean;France
Rocha, Eduardo P C;France
Compant, Stéphane;Austria
Antonielli, Livio;Austria
Xu, Shuai;China
Li, Gang;China
Che, Yanlin;China
Han, Lichao;China
Li, Dan;China
Li, Zhenjun;China
Clarke, Wayne E;United States
Ramaprasad, Abhinay;Saudi Arabia
Cai, Xu;China
Lin, Runmao;China
Liang, Jianli;China
Hanson, Blake M;United States
Arias, Cesar A;United States
Peacock, Sharon J;United Kingdom
Kim, Dayoung;Korea, Democratic People's Republic of
Tian, Xiaomeng;China
Letunic, Ivica;Germany
Maistrenko, Oleksandr M;Germany
Coelho, Luis Pedro;China
Forslund, Sofia K;Germany
Hildebrand, Falk;Germany
Luetge, Mechthild;Germany
Schmidt, Thomas S B;Germany
Bork, Peer;Germany
Estrada, April A;United States
Gebhart, Connie J;United States
Marthaler, Douglas G;United States
Jackson, Scott A;United States
Ma, Jianxin;United States
Zhang, Tiantian;China
Ren, Qiufang;China
Xiang, Li;China
Ning, Chunhui;China
Zhang, Yusen;China
Gao, Rui;China
King, Graham J;Australia
Pucker, Boas;United Kingdom
Tay Fernandez, Cassandria Geraldine;Australia
Danilevicz, Monica Furaste;Australia
Yang, Yi;China
Roder, Thomas;Switzerland
Bruggmann, Rémy;Switzerland
Terrapon, Nicolas;France
Xue, Liang;China
Zeng, Haiyan;China
Bowden, Rory;Australia
Dong, Yongyi;China
Xu, Zhengjun;China
Wei, Xiankai;China
Vandamme, Peter;Belgium
Peeters, Charlotte;Belgium
Seth-Smith, Helena M B;Switzerland
Cnockaert, Margo;Belgium
Goldenberger, Daniel;Switzerland
Zhou, Jizhong;United States
Ahmad, Diyar;Pakistan
Hayat, Ajmal;Pakistan
Lee, Isaiah Paolo A;United States
Andam, Cheryl P;United States
Gandham, Prasad;India
Fogel, Gary B;United States
Abramson, Bradley;United States
Michael, Todd;United States
Liu, Enoch S;United States
Thomas, Sterling;United States
Hassan, Muhammad Adeel;China
Rasheed, Awais;Pakistan
He, Zhonghu;China
Olson, Andrew;United States
Wei, Sharon;United States
Kumar, Vivek;United States
Kumari, Sunita;United States
